stem,orig_img,frag_img,gt_mask,iou_orig,iou_frag,chance_iou,niou_orig,niou_frag,score_orig,score_frag,noise_density,source_csv,norm_iou_orig,norm_iou_frag,delta_norm
COCO_val2014_000000554625_ann1708274,outputs/experiments/noise_density/n0/assets/images/COCO_val2014_000000554625.png,outputs/experiments/noise_density/n0/stimuli/fragments/COCO_val2014_000000554625_ann1708274_fragmented.png,outputs/experiments/noise_density/n0/assets/masks/COCO_val2014_000000554625_ann1708274_mask.png,0.4237909906119336,0.2745966067509047,0.2732357687793427,0.2071582713691366,0.0018724614023399,0.9934514760971068,0.9683244228363036,0,outputs/experiments/noise_density/n0/metrics/sam_iou.csv,0.20715827136913667,0.0018724614023400237,0.20528580996679666
COCO_val2014_000000391895_ann151091,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000391895.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000391895_ann151091_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000391895_ann151091_mask.png,0.0545887374815301,0.0529249375575128,0.0528732638888888,0.0018112397499039,5.455834647441216e-05,0.9721623063087464,0.9994826316833496,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.0018112397499040194,5.4558346474485416e-05,0.0017566814034295339
COCO_val2014_000000391895_ann202758,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000391895.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000391895_ann202758_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000391895_ann202758_mask.png,0.0026356114005516,0.0616496990609648,0.0612152777777777,0.0,0.0004627485651436,0.9308426380157472,1.0261046886444092,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,-0.06239946708821657,0.00046274856514363157,-0.0628622156533602
COCO_val2014_000000522418_ann455475,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000522418.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000522418_ann455475_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000522418_ann455475_mask.png,0.0009188130742581,0.2066479539075195,0.2056705729166666,0.0,0.0012304479193748,0.9294631481170654,1.0420150756835938,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,-0.25776680664372253,0.0012304479193748442,-0.25899725456309736
COCO_val2014_000000522418_ann1085508,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000522418.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000522418_ann1085508_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000522418_ann1085508_mask.png,0.9250212073472638,0.1788470970056647,0.1777311197916666,0.9088147509197488,0.0013571925690722,1.000483155250549,0.9901909828186036,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.9088147509197487,0.0013571925690722558,0.9074575583506764
COCO_val2014_000000184613_ann72124,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000184613.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000184613_ann72124_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000184613_ann72124_mask.png,0.9155139679956604,0.042945784113316,0.0424404761904761,0.9117694201732514,0.0005277039288686,0.9920020699501038,0.9760831594467164,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.9117694201732514,0.000527703928868677,0.9112417162443827
COCO_val2014_000000184613_ann75495,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000184613.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000184613_ann75495_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000184613_ann75495_mask.png,0.8639871850881026,0.0376438474765815,0.0372797619047619,0.8587203119558371,0.0003781841883162,0.9888321161270142,0.9988237619400024,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.8587203119558371,0.0003781841883161712,0.858342127767521
COCO_val2014_000000184613_ann286024,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000184613.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000184613_ann286024_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000184613_ann286024_mask.png,0.8594285714285714,0.0616800975920484,0.0610952380952381,0.8502814829842268,0.0006229167435723,0.9931596517562866,1.0012452602386477,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.8502814829842268,0.0006229167435723653,0.8496585662406544
COCO_val2014_000000184613_ann1202318,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000184613.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000184613_ann1202318_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000184613_ann1202318_mask.png,0.0406634563937934,0.0673134650944982,0.06675,0.0,0.0006037665089721,0.9133406281471252,0.9960108995437622,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,-0.027952363896283527,0.0006037665089720869,-0.028556130405255613
COCO_val2014_000000184613_ann2177286,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000184613.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000184613_ann2177286_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000184613_ann2177286_mask.png,0.9060501205829924,0.1107331639594947,0.1102857142857142,0.894404438677095,0.0005029138915323,0.999146580696106,1.019287347793579,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.8944044386770948,0.0005029138915323608,0.8939015247855625
COCO_val2014_000000184613_ann900100184613,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000184613.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000184613_ann900100184613_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000184613_ann900100184613_mask.png,0.0296305479791718,0.0443261239280541,0.0439166666666666,0.0,0.0004282652433234,0.9936912059783936,1.0005967617034912,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,-0.014942336289543934,0.0004282652433234591,-0.015370601532867394
COCO_val2014_000000318219_ann491276,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000318219.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000318219_ann491276_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000318219_ann491276_mask.png,0.4512569700406388,0.3579496312092536,0.3566153327338129,0.1470996157073011,0.0020738735989937,0.9946967363357544,0.9650466442108154,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.14709961570730107,0.0020738735989937105,0.14502574210830735
COCO_val2014_000000318219_ann509155,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000318219.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000318219_ann509155_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000318219_ann509155_mask.png,0.5506860882415031,0.0006513102190573,0.1294430080935251,0.4838776600087691,0.0,0.9939767718315125,0.8633971214294434,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.48387766000876914,-0.14794171900500236,0.6318193790137715
COCO_val2014_000000318219_ann1115907,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000318219.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000318219_ann1115907_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000318219_ann1115907_mask.png,0.06047355828727,0.0343527582910424,0.034054631294964,0.027350332480732,0.000308637533485,0.9684164524078368,1.012120008468628,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.02735033248073201,0.0003086375334850226,0.027041694947246987
COCO_val2014_000000318219_ann1116927,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000318219.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000318219_ann1116927_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000318219_ann1116927_mask.png,0.0002700270027002,0.0287916951174249,0.0285690197841726,0.0,0.0002292240393679,0.7597642540931702,1.000147819519043,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,-0.02913124386375353,0.000229224039368012,-0.029360467903121544
COCO_val2014_000000318219_ann1969884,outputs/experiments/noise_density/n100/assets/images/COCO_val2014_000000318219.png,outputs/experiments/noise_density/n100/stimuli/fragments/COCO_val2014_000000318219_ann1969884_fragmented.png,outputs/experiments/noise_density/n100/assets/masks/COCO_val2014_000000318219_ann1969884_mask.png,0.8120162464556671,0.0338707354473597,0.0337314523381295,0.8054539247922259,0.0001441453409274,0.9884819984436036,1.006755232810974,100,outputs/experiments/noise_density/n100/metrics/sam_iou.csv,0.8054539247922259,0.00014414534092745617,0.8053097794512984
