stem,orig_img,frag_img,gt_mask,iou_orig,iou_frag,chance_iou,niou_orig,niou_frag,score_orig,score_frag
COCO_val2014_000000318219_ann509155,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann509155_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann509155_mask.png,0.5506860882415031,0.12985844085562107,0.12944300809352519,0.4838776600087691,0.0004772034065065671,0.9939767718315125,1.0029085874557495
COCO_val2014_000000318219_ann1115907,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann1115907_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann1115907_mask.png,0.060473558287270024,0.03430779902883758,0.03405463129496403,0.027350332480732004,0.00026209322191062635,0.9684164524078369,1.000084400177002
COCO_val2014_000000318219_ann1116927,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann1116927_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann1116927_mask.png,0.00027002700270027,0.02886280655730258,0.028569019784172662,0.0,0.000302426810667132,0.7597642540931702,0.9893189668655396
COCO_val2014_000000318219_ann1969884,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann1969884_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann1969884_mask.png,0.8120162464556671,0.03338473093073273,0.0337314523381295,0.8054539247922259,0.0,0.9884819984436035,0.8955703973770142
COCO_val2014_000000318219_ann1969971,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann1969971_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann1969971_mask.png,0.7373737373737373,0.018299283103340794,0.018232913669064748,0.7324963667220188,6.760201599758452e-05,0.963463306427002,0.9929713010787964
COCO_val2014_000000554625_ann30093,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann30093_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann30093_mask.png,0.45539331135186056,0.02886794615359019,0.02863849765258216,0.4393367584241001,0.00023621329489951893,0.982239842414856,0.993766188621521
COCO_val2014_000000554625_ann200698,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann200698_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann200698_mask.png,0.4146160733582389,0.10991236757039556,0.10812793427230047,0.34364585556995497,0.002000772719166993,0.9941143989562988,0.943945050239563
COCO_val2014_000000554625_ann215463,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann215463_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann215463_mask.png,0.4675211185551995,0.023290404902149883,0.023030369718309858,0.45496884965475276,0.0002661650636622647,0.8824983239173889,0.9972350597381592
COCO_val2014_000000554625_ann1115813,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann1115813_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann1115813_mask.png,0.10275492884188536,0.028280150354840376,0.028091989436619717,0.07682099395598788,0.00019359951371487183,0.9046051502227783,1.006386637687683
COCO_val2014_000000554625_ann1708274,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann1708274_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann1708274_mask.png,0.42379099061193365,0.27535400914431146,0.27323576877934275,0.20715827136913667,0.0029146183507283586,0.9934514760971069,0.989410400390625
COCO_val2014_000000397133_ann119568,outputs/assets/images/COCO_val2014_000000397133.png,outputs/stimuli/fragments/COCO_val2014_000000397133_ann119568_fragmented.png,outputs/assets/masks/COCO_val2014_000000397133_ann119568_mask.png,0.03669945274367697,0.19631829460279537,0.1979215456674473,0.0,0.0,0.9693317413330078,1.0012842416763306
COCO_val2014_000000397133_ann200887,outputs/assets/images/COCO_val2014_000000397133.png,outputs/stimuli/fragments/COCO_val2014_000000397133_ann200887_fragmented.png,outputs/assets/masks/COCO_val2014_000000397133_ann200887_mask.png,0.9353297405411412,0.06435289893429971,0.06373682669789227,0.9309272635056517,0.0006580118218626698,0.9591318368911743,1.0002124309539795
COCO_val2014_000000397133_ann1125079,outputs/assets/images/COCO_val2014_000000397133.png,outputs/stimuli/fragments/COCO_val2014_000000397133_ann1125079_fragmented.png,outputs/assets/masks/COCO_val2014_000000397133_ann1125079_mask.png,0.07767954703486639,0.03716145131580405,0.0368376756440281,0.042403933748288596,0.00033615898752314835,0.9231439828872681,0.9956809282302856
COCO_val2014_000000397133_ann2139366,outputs/assets/images/COCO_val2014_000000397133.png,outputs/stimuli/fragments/COCO_val2014_000000397133_ann2139366_fragmented.png,outputs/assets/masks/COCO_val2014_000000397133_ann2139366_mask.png,0.5454545454545454,0.026649774317226503,0.026401492974238876,0.5331284392228146,0.0002550140958474764,0.9696650505065918,1.0011625289916992
COCO_val2014_000000574769_ann48579,outputs/assets/images/COCO_val2014_000000574769.png,outputs/stimuli/fragments/COCO_val2014_000000574769_ann48579_fragmented.png,outputs/assets/masks/COCO_val2014_000000574769_ann48579_mask.png,0.8770326777141088,0.020062660737336622,0.019788411458333332,0.8745502259682129,0.0002797857954437275,0.9692432880401611,1.0000771284103394
COCO_val2014_000000574769_ann201078,outputs/assets/images/COCO_val2014_000000574769.png,outputs/stimuli/fragments/COCO_val2014_000000574769_ann201078_fragmented.png,outputs/assets/masks/COCO_val2014_000000574769_ann201078_mask.png,0.39132701136750936,0.16296552405413414,0.16112955729166667,0.27441359518239694,0.002188617775755653,1.0009992122650146,0.9987235069274902
